Forecast_ID,Date,Department_ID,Expected_Workload_Hours,Expected_Projects,Expected_Revenue,Season,Demand_Level
531,7/24/2026,2,1465,10,469936,Q1,High
532,3/16/2025,6,2069,12,90751,Q1,Medium
533,11/3/2025,4,1489,18,91285,Q3,Low
534,2/28/2025,4,3945,31,332997,Q4,High
535,9/27/2025,8,2348,41,196746,Q3,High
536,9/26/2025,6,976,5,470631,Q2,Critical
537,9/28/2026,8,4867,36,379078,Q3,Low
538,2/16/2026,2,4841,21,123121,Q4,High
539,5/31/2026,5,3557,1,221732,Q4,Medium
540,1/12/2025,5,2158,25,85533,Q3,Medium
541,8/10/2025,3,2369,15,392726,Q1,Critical
542,1/1/2025,9,3815,3,56651,Q1,Critical
543,12/16/2026,2,2701,24,410194,Q3,Critical
544,1/8/2025,6,2238,9,111957,Q4,Low
545,2/28/2025,3,2832,19,270246,Q1,High
546,12/18/2026,6,3469,4,182887,Q4,Low
547,10/21/2026,4,4955,6,314665,Q2,Critical
548,11/5/2026,4,1383,27,446236,Q2,Low
549,10/17/2025,3,3842,34,256017,Q4,Medium
550,11/13/2026,10,1861,35,499722,Q1,Low
551,6/27/2026,2,4184,1,412207,Q4,Medium
552,9/25/2026,4,795,45,323864,Q4,Medium
553,1/11/2025,10,4618,9,160273,Q2,Medium
554,4/14/2026,9,1381,11,496803,Q1,Critical
555,11/28/2026,1,1897,7,185041,Q4,High
556,3/26/2025,3,1393,6,151766,Q3,Medium
557,9/14/2026,1,3593,12,291370,Q3,Low
558,1/17/2025,1,3844,27,468191,Q3,Critical
559,11/23/2025,3,2784,20,283069,Q4,High
560,12/24/2025,8,1291,42,431238,Q1,Low
561,1/14/2025,10,1755,36,455501,Q1,Critical
562,8/2/2026,5,2697,29,217852,Q4,Low
563,5/31/2025,6,4426,41,376354,Q1,Low
564,5/25/2025,9,1161,6,427845,Q3,Low
565,10/30/2025,3,2787,47,70238,Q2,Critical
566,9/17/2026,8,2459,13,486471,Q1,High
567,7/26/2025,10,2584,17,173568,Q2,Medium
568,6/29/2026,9,3446,33,109211,Q3,Medium
569,3/30/2026,7,4750,32,290161,Q4,Low
570,7/26/2026,5,964,33,229392,Q1,Low
571,5/24/2026,5,1305,43,320729,Q2,Critical
572,7/18/2025,6,1851,23,66613,Q1,Medium
573,10/11/2026,6,3698,14,152327,Q4,Critical
574,11/19/2025,9,1380,3,345970,Q4,Medium
575,5/13/2025,7,2219,35,429086,Q3,Low
576,12/20/2026,1,3519,42,474066,Q1,Low
577,3/27/2025,7,3098,19,112788,Q4,Medium
578,11/26/2025,6,874,42,496480,Q1,Low
579,12/20/2025,8,3711,6,72683,Q2,Critical
580,12/1/2026,2,1816,20,77337,Q4,Critical
581,2/27/2025,4,848,44,413314,Q2,Critical
582,1/16/2025,1,4122,15,177595,Q2,High
583,10/18/2025,8,1712,44,472378,Q1,High
584,8/30/2026,4,1601,9,198133,Q3,High
585,9/22/2026,9,4203,2,419331,Q1,Critical
586,12/18/2025,4,4342,31,196743,Q3,Critical
587,5/8/2026,7,745,17,300751,Q4,Low
588,1/12/2025,2,3376,3,102335,Q4,Medium
589,12/18/2026,10,4568,21,404890,Q1,Low
590,12/4/2026,1,3982,24,436006,Q4,Low
591,7/16/2025,7,3391,38,338501,Q1,Medium
592,8/3/2025,9,2113,35,60397,Q3,Critical
593,10/17/2025,3,3732,37,173561,Q4,Medium
594,12/13/2025,5,2818,21,149049,Q3,High
595,6/24/2025,1,4389,39,177836,Q4,Medium
596,12/14/2025,2,1354,10,336783,Q4,Low
597,11/7/2026,6,1093,43,373381,Q2,Medium
598,1/14/2025,5,3176,17,142378,Q3,Medium
599,9/18/2025,3,3637,1,257292,Q1,Critical
600,3/4/2026,5,2594,3,364314,Q4,Low
601,10/31/2026,1,2018,30,219964,Q2,Critical
602,2/18/2025,7,3596,45,232348,Q2,High
603,6/24/2026,10,3992,4,324557,Q3,Medium
604,4/8/2025,1,3595,20,490051,Q3,Low
605,3/1/2025,1,3441,10,261263,Q3,Medium
606,9/20/2026,8,1736,41,422542,Q1,Critical
607,4/4/2026,5,1555,43,118333,Q1,Critical
608,11/25/2025,6,3652,27,444666,Q2,Critical
609,4/22/2025,5,4253,5,183420,Q3,Low
610,8/6/2025,2,1194,6,125431,Q1,Critical
611,12/23/2026,10,651,9,220765,Q4,Low
612,8/3/2026,8,4393,23,186144,Q3,High
613,12/19/2025,8,1576,22,244455,Q3,Low
614,1/2/2026,3,2342,11,369764,Q1,Critical
615,7/7/2025,5,2439,34,62898,Q2,Medium
616,4/20/2025,6,4608,29,187790,Q1,Medium
617,3/7/2025,9,1667,35,424626,Q4,Critical
618,2/13/2025,10,3849,27,425481,Q2,Medium
619,2/24/2026,4,1391,18,284471,Q2,Low
620,12/6/2026,2,2888,27,196271,Q2,Low
621,3/17/2026,7,2712,23,407382,Q1,Low
622,7/10/2026,7,4483,35,287556,Q4,Medium
623,6/22/2025,2,1540,42,471056,Q1,Low
624,11/2/2025,4,3168,14,489845,Q4,Low
625,10/15/2026,1,1683,47,50165,Q2,Medium
626,12/28/2026,5,2665,27,220756,Q1,Low
627,8/27/2025,4,2779,39,237307,Q2,Medium
628,7/30/2026,7,2746,46,144186,Q2,Medium
629,4/25/2025,2,3501,2,464048,Q4,Critical
630,10/1/2025,6,4961,18,176994,Q2,Low
631,7/29/2025,9,2868,21,433214,Q3,Medium
632,7/17/2026,5,3101,42,433886,Q4,Low
633,3/30/2026,8,4874,38,488537,Q1,Critical
634,7/23/2025,2,1547,4,134946,Q4,Medium
635,7/25/2026,2,3277,45,445894,Q3,Medium
636,2/22/2025,7,3850,10,297716,Q4,Low
637,4/30/2025,3,524,38,384004,Q2,Critical
638,5/21/2026,1,1023,30,327764,Q2,Low
639,11/10/2026,2,2865,5,455749,Q4,High
640,9/13/2026,10,2687,5,453559,Q4,Critical
641,9/8/2026,6,3590,35,80940,Q4,Medium
642,3/20/2025,5,1848,39,356643,Q3,Critical
643,6/30/2025,9,2789,15,334139,Q2,High
644,11/11/2026,8,1360,30,69872,Q3,High
645,11/10/2026,7,3370,6,123379,Q2,Low
646,5/24/2025,4,561,2,182695,Q1,High
647,8/16/2025,8,814,22,276409,Q3,Medium
648,9/12/2025,2,1451,41,297339,Q4,Medium
649,6/12/2025,1,4207,9,472112,Q3,Critical
650,1/7/2026,3,4286,16,247126,Q3,High
651,4/23/2025,10,4050,21,285017,Q4,Medium
652,3/26/2026,3,3872,2,214218,Q2,Medium
653,7/28/2026,9,2253,12,352254,Q2,High
654,11/15/2025,8,2539,23,189674,Q2,High
655,12/4/2026,3,2090,42,418860,Q1,High
656,11/12/2026,8,3301,44,431209,Q4,Low
657,1/4/2026,7,3661,47,315391,Q1,Low
658,10/31/2025,5,3481,20,439878,Q1,Critical
659,5/27/2026,7,2446,16,297766,Q1,Low
660,8/10/2025,2,3000,20,334740,Q4,High
661,3/27/2026,2,4689,18,72504,Q1,Medium
662,12/28/2025,6,2860,10,364290,Q2,Critical
663,5/29/2025,2,4591,29,314395,Q1,High
664,12/2/2025,2,3835,2,90844,Q3,Medium
665,10/7/2026,5,809,18,499862,Q2,Low
666,3/13/2025,5,2113,32,193923,Q1,Critical
667,2/16/2025,2,4043,43,359537,Q4,Medium
668,5/25/2025,5,4578,17,286510,Q2,Critical
669,9/9/2026,10,2269,43,410795,Q4,Low
670,4/12/2025,8,2843,4,367550,Q2,Medium
671,12/30/2026,4,2748,3,383342,Q1,Critical
672,5/12/2026,10,3000,25,318478,Q1,High
673,5/31/2025,8,1413,46,230392,Q1,High
674,9/4/2025,1,2692,35,349910,Q4,High
675,12/3/2025,10,1252,19,145295,Q1,Critical
676,4/3/2026,3,3995,2,392676,Q3,High
677,6/5/2025,3,3470,10,75446,Q3,Low
678,5/16/2025,9,4806,40,314810,Q3,Critical
679,3/14/2026,2,1744,8,456773,Q4,High
680,12/20/2026,10,2232,26,411161,Q4,Medium
681,8/3/2026,10,1603,38,415498,Q1,High
682,11/5/2025,9,1032,33,284478,Q3,High
683,7/7/2026,6,4350,5,113196,Q2,Low
684,10/14/2026,10,2201,26,257944,Q1,Low
685,11/18/2025,6,4544,28,201485,Q3,Low
686,6/12/2026,5,768,4,128990,Q4,High
687,10/11/2026,5,3676,41,206686,Q2,Low
688,6/22/2026,2,1758,5,215663,Q3,Medium
689,10/6/2025,3,2841,40,132904,Q2,Critical
690,1/1/2026,1,3776,44,112029,Q4,High
691,11/22/2025,8,3454,30,147506,Q3,High
692,10/12/2026,10,1976,42,345690,Q4,Low
693,6/14/2025,3,4519,36,155457,Q2,Medium
694,9/16/2025,8,1240,31,203789,Q3,Critical
695,9/21/2025,7,2694,41,150796,Q4,Medium
696,2/18/2025,8,3287,5,306856,Q2,Medium
697,8/4/2026,7,4763,31,476648,Q2,High
698,7/27/2026,1,2652,6,447122,Q1,High
699,3/22/2025,2,1531,8,207167,Q1,Low
700,11/8/2026,10,4467,2,216372,Q1,Medium
701,4/21/2025,9,4463,6,162007,Q2,High
702,2/27/2025,1,3575,16,80167,Q2,Low
703,6/3/2025,10,2703,5,273930,Q2,Medium
704,8/10/2025,6,3791,42,220484,Q2,Low
705,6/13/2026,2,3682,7,351475,Q4,Low
706,12/6/2026,2,4116,3,109709,Q1,Medium
707,3/6/2026,8,4791,46,452873,Q4,Low
708,2/22/2025,1,2815,19,106990,Q3,Medium
709,8/2/2026,1,3968,35,349762,Q4,High
710,12/23/2025,7,1856,43,191256,Q3,Critical
711,3/29/2026,10,4033,33,318621,Q2,Low
712,12/27/2026,1,3347,39,394751,Q3,Medium
713,8/22/2026,5,2346,35,415157,Q1,Low
714,12/5/2025,8,3063,33,366184,Q4,Medium
715,2/28/2026,10,4862,44,264523,Q4,Low
716,2/16/2025,2,2017,15,154126,Q3,Medium
717,12/23/2026,9,1471,44,140650,Q4,High
718,12/8/2025,7,3319,33,93522,Q2,Medium
719,10/19/2026,10,2014,4,477877,Q4,Critical
720,9/18/2026,4,3159,9,387783,Q3,Low
721,6/3/2026,7,576,10,167880,Q4,Low
722,9/30/2026,6,4804,35,313099,Q3,Low
723,7/24/2026,7,4205,5,228014,Q3,Low
724,1/18/2026,8,2080,18,410004,Q2,Critical
725,6/20/2025,10,3743,9,369173,Q2,Medium
726,6/30/2025,3,4596,38,340014,Q4,Critical
727,9/19/2026,3,2312,43,57080,Q3,High
728,11/7/2025,5,2806,3,121531,Q3,High
729,11/10/2026,9,2105,29,135956,Q3,High
730,9/14/2026,8,3732,40,459567,Q4,Medium
731,5/12/2025,6,4198,2,181746,Q2,Critical
732,7/10/2026,2,1754,19,359716,Q1,Medium
733,9/22/2026,5,3728,6,54291,Q4,Medium
734,12/27/2025,10,2965,9,403415,Q3,Medium
735,12/12/2025,3,4103,31,137449,Q1,Critical
736,12/22/2025,3,3014,5,252049,Q2,Medium
737,11/30/2026,10,1629,48,357738,Q1,Critical
738,3/12/2025,10,2248,19,247323,Q3,High
739,5/23/2026,3,3852,9,380922,Q4,High
740,8/9/2025,6,3212,42,301997,Q2,Critical
741,1/20/2026,6,3381,19,117578,Q3,Low
742,3/10/2026,6,4943,9,163124,Q1,Critical
743,7/17/2025,1,1302,19,472207,Q4,Critical
744,12/7/2026,3,4292,2,78564,Q1,Critical
745,3/10/2025,1,2580,24,463151,Q4,Critical
746,1/6/2026,9,2164,7,251656,Q4,Low
747,6/26/2025,6,1635,38,195141,Q3,Critical
748,10/23/2025,8,2608,15,176589,Q1,Low
749,12/18/2025,2,1005,3,316131,Q4,Medium
750,1/25/2025,2,3895,5,169399,Q2,Low
751,5/5/2026,10,3851,33,275460,Q2,Low
752,5/25/2026,5,1777,43,408433,Q1,Critical
753,12/14/2025,3,810,37,355474,Q1,Critical
754,8/15/2026,2,2082,48,392834,Q4,Critical
755,12/1/2026,6,580,26,410394,Q4,Low
756,9/27/2025,8,1035,13,333186,Q4,Critical
757,8/10/2025,1,4618,16,392805,Q3,Low
758,6/11/2025,6,597,47,116337,Q1,Critical
759,3/2/2025,5,4309,23,419436,Q2,Low
760,5/9/2026,6,3719,38,369798,Q2,High
761,5/31/2026,6,3676,20,422456,Q4,High
762,5/6/2025,6,3695,39,413355,Q1,Low
763,9/22/2025,3,949,33,152993,Q4,Critical
764,1/19/2026,7,2773,37,364390,Q1,High
765,5/18/2025,2,3575,11,411423,Q4,Low
766,9/8/2025,7,924,47,183630,Q2,Medium
767,8/4/2025,1,1395,26,158406,Q2,Critical
768,4/7/2025,10,818,5,246505,Q3,Low
769,9/7/2025,1,4742,10,248083,Q3,High
770,7/30/2026,2,2008,17,70609,Q4,Critical
771,12/23/2025,5,1431,16,372668,Q3,High
772,4/4/2025,10,4072,12,381849,Q2,Critical
773,5/10/2026,9,3011,15,199834,Q3,Critical
774,12/7/2026,10,4850,38,80824,Q4,Low
775,3/27/2026,7,4246,11,438684,Q4,Medium
776,1/15/2025,4,2864,5,121638,Q4,Low
777,8/6/2026,5,1358,45,292856,Q4,High
778,12/19/2026,2,1967,6,165339,Q1,High
779,4/10/2025,3,2890,4,471008,Q2,Low
780,3/24/2025,1,2151,6,321580,Q2,Medium
781,5/8/2026,5,2715,16,256247,Q1,Medium
782,3/29/2025,10,1432,23,360514,Q4,Medium
783,9/29/2025,4,3080,39,176095,Q3,High
784,5/16/2026,6,1593,40,344988,Q1,Medium
785,8/20/2026,3,2557,4,177367,Q2,Medium
786,4/27/2026,4,1800,46,254929,Q2,High
787,10/13/2026,10,1544,28,110057,Q2,Critical
788,8/6/2025,7,2010,42,263911,Q4,Critical
789,12/14/2026,7,1717,44,339429,Q4,Critical
790,2/7/2025,7,1147,39,322829,Q3,Low
791,6/9/2025,4,3422,23,285479,Q1,Critical
792,3/15/2026,9,749,41,403088,Q4,Medium
793,9/21/2026,9,738,11,404683,Q4,Critical
794,9/3/2025,8,4401,27,485050,Q2,Critical
795,1/23/2025,6,1950,36,231134,Q2,Low
796,8/6/2026,8,3846,43,379191,Q1,Medium
797,2/21/2025,8,2918,24,136937,Q2,Medium
798,6/7/2026,2,2606,6,363013,Q1,Low
799,4/4/2026,7,2840,46,452393,Q3,High
800,7/2/2026,3,3923,48,348173,Q2,High
801,2/21/2026,9,4153,22,350430,Q4,Medium
802,4/8/2025,3,1688,4,389161,Q2,Critical
803,2/10/2025,3,1617,16,176935,Q2,High
804,11/6/2025,8,679,16,53972,Q3,Medium
805,6/11/2026,5,3733,6,486293,Q1,Low
806,5/18/2026,1,3719,34,417533,Q4,Medium
807,1/4/2026,6,3122,7,194124,Q4,Critical
808,5/27/2025,4,3273,16,381813,Q3,High
809,1/23/2026,9,2805,44,253957,Q2,Low
810,12/15/2026,3,1068,28,110799,Q3,High
811,2/13/2026,2,2390,34,268292,Q2,Medium
812,12/19/2025,6,3547,34,154896,Q1,Low
813,3/22/2026,7,1971,36,410478,Q2,Critical
814,7/25/2026,6,2490,19,61337,Q4,High
815,5/8/2026,2,3370,22,216315,Q2,Medium
816,8/6/2025,2,3482,38,190854,Q4,High
817,4/4/2026,6,2137,41,413263,Q1,Critical
818,3/17/2025,2,4696,29,289515,Q3,Low
819,10/19/2025,3,3355,30,154952,Q1,High
820,5/3/2026,9,2613,14,475516,Q4,Medium
821,1/21/2026,5,2887,38,350707,Q4,Low
822,7/24/2025,4,3541,11,369299,Q4,Critical
823,9/23/2025,7,2316,8,455687,Q4,High
824,7/25/2026,10,952,38,70034,Q2,Low
825,6/27/2025,7,2713,11,236036,Q1,Low
826,3/16/2025,1,3043,37,209709,Q2,Low
827,7/10/2025,8,892,47,257632,Q3,High
828,11/18/2025,9,2697,42,468249,Q4,Low
829,1/13/2025,7,659,20,107151,Q3,Low
830,10/23/2025,1,3673,46,312414,Q3,Critical
831,2/22/2026,6,804,7,477677,Q4,Critical
832,7/24/2025,7,3887,33,142272,Q4,High
833,1/22/2025,9,829,26,292603,Q2,Medium
834,2/25/2026,4,1167,46,164257,Q3,Low
835,1/26/2025,7,2221,19,98782,Q3,Critical
836,11/3/2025,7,3126,46,193631,Q3,High
837,10/1/2026,10,4506,47,265018,Q2,Low
838,2/13/2026,2,4603,5,290487,Q4,Low
839,6/12/2025,6,4356,27,103217,Q4,Critical
840,11/13/2026,6,996,45,96630,Q3,Critical
841,6/14/2025,9,3819,38,438651,Q4,High
842,5/23/2026,7,2369,19,319742,Q1,Low
843,2/7/2026,2,4616,42,279025,Q1,Critical
844,6/4/2026,9,553,30,183609,Q1,High
845,2/5/2026,8,4292,8,341563,Q2,High
846,12/16/2026,2,3904,48,363718,Q1,Medium
847,10/4/2025,4,3475,2,72786,Q3,Low
848,2/2/2025,1,1004,42,375558,Q3,High
849,3/15/2026,9,2112,26,151533,Q2,Low
850,8/27/2025,3,2968,13,446081,Q1,Low
851,4/2/2025,6,4324,4,450890,Q1,Medium
852,3/23/2025,6,4394,33,290113,Q4,Medium
853,1/2/2025,10,3939,7,466688,Q3,High
854,4/1/2025,9,647,17,400068,Q3,Medium
855,10/7/2025,10,1837,9,416636,Q4,Critical
856,8/31/2026,8,1080,9,488641,Q1,High
857,2/9/2025,8,2138,6,344945,Q1,Medium
858,1/31/2025,4,1334,16,80857,Q3,Critical
859,9/21/2025,5,2739,14,59126,Q4,Critical
860,6/24/2025,5,3065,42,461870,Q4,Medium
861,12/31/2025,5,2820,41,95327,Q2,Low
862,8/24/2026,6,4648,14,201846,Q2,High
863,7/5/2025,1,4969,40,467478,Q3,Low
864,6/19/2026,9,2258,39,414792,Q4,Critical
865,12/12/2025,1,4242,42,265100,Q1,High
866,1/11/2026,8,4832,42,309306,Q2,Medium
867,1/17/2025,10,4243,31,242931,Q2,High
868,11/2/2026,6,4885,22,226485,Q1,High
869,1/30/2026,7,4848,23,286970,Q3,Medium
870,7/5/2025,10,1473,7,106402,Q4,Low
871,10/25/2025,3,1469,43,227589,Q1,High
872,5/19/2026,2,2066,7,123148,Q1,Medium
873,12/24/2026,1,2301,45,156961,Q3,High
874,6/8/2025,9,3814,43,386515,Q2,Critical
875,7/8/2026,10,4788,10,332493,Q1,High
876,7/17/2025,8,4853,19,154032,Q2,Low
877,4/21/2025,7,4147,45,395159,Q4,Low
878,4/26/2025,1,1264,21,413005,Q4,High
879,6/27/2025,9,2953,16,237669,Q2,Medium
880,7/13/2025,2,2716,30,106490,Q2,Low
881,2/8/2025,10,730,42,335790,Q4,Low
882,9/17/2026,3,2093,25,434114,Q2,Critical
883,1/3/2025,3,1814,45,397818,Q1,Medium
884,10/20/2025,2,4506,42,429858,Q3,Medium
885,6/15/2025,5,1363,47,494199,Q1,Critical
886,12/15/2025,10,1603,12,173113,Q4,High
887,4/9/2026,4,2794,12,313423,Q4,Critical
888,2/2/2026,3,1652,30,302903,Q2,High
889,4/27/2025,9,1850,35,496832,Q3,High
890,4/7/2026,10,1515,30,264049,Q4,Critical
891,4/11/2026,5,4378,27,168948,Q1,Low
892,4/16/2026,1,1004,37,70761,Q1,High
893,11/14/2025,1,1367,29,394441,Q1,Medium
894,12/17/2026,5,1976,22,330387,Q3,Critical
895,10/15/2026,5,701,3,455913,Q4,High
896,2/16/2025,10,4706,10,468948,Q2,High
897,12/26/2026,10,2268,28,89299,Q3,Critical
898,9/21/2026,4,4827,17,465750,Q3,High
899,6/14/2025,1,2198,20,142500,Q2,Low
900,10/17/2025,10,3136,30,366228,Q4,Medium
901,2/1/2026,7,4526,24,399267,Q3,Low
902,7/3/2026,8,3854,32,459610,Q1,High
903,9/14/2025,9,3111,38,402542,Q3,Critical
904,7/27/2025,8,1495,4,408547,Q2,Critical
905,10/31/2026,9,4206,49,59845,Q3,High
906,1/12/2026,3,1422,2,197243,Q2,Medium
907,9/5/2026,2,2202,26,383365,Q2,High
908,11/14/2025,4,2072,46,407995,Q3,Critical
909,7/28/2026,2,3705,34,459001,Q2,Low
910,4/30/2026,2,2484,27,343328,Q1,Low
911,10/16/2026,5,1667,1,238060,Q2,Low
912,1/26/2025,5,2339,14,468622,Q1,High
913,6/16/2026,3,2525,6,199705,Q4,Critical
914,7/28/2026,3,3634,12,111652,Q1,Critical
915,5/11/2025,2,4073,22,149901,Q3,Low
916,6/19/2025,1,3672,45,497943,Q4,Critical
917,3/2/2026,3,3851,10,103622,Q2,Critical
918,5/29/2025,9,4418,46,300329,Q4,Low
919,3/6/2026,2,3853,40,401398,Q4,Critical
920,7/19/2025,1,4518,27,425562,Q2,Critical
921,6/2/2025,6,998,8,143070,Q4,Low
922,7/25/2025,3,1791,39,297807,Q4,High
923,5/15/2026,10,1960,25,237821,Q1,Critical
924,9/21/2025,6,3032,12,222313,Q4,Medium
925,3/27/2026,5,582,31,372179,Q2,Low
926,10/19/2026,8,1266,23,215634,Q3,Critical
927,2/27/2026,3,4262,44,306276,Q2,Low
928,5/6/2025,5,4974,21,90380,Q1,Critical
929,7/8/2026,7,4187,32,159848,Q2,High
930,10/22/2025,9,1813,27,250514,Q4,Low
931,12/17/2025,7,2312,12,274541,Q3,Medium
932,9/30/2026,8,734,8,269483,Q1,High
933,6/8/2026,9,1801,27,172979,Q4,High
934,12/22/2026,1,1611,2,139415,Q1,Critical
935,9/26/2026,9,2950,37,84512,Q4,Low
936,11/28/2026,4,4757,16,148116,Q2,Low
937,12/29/2025,3,2435,9,196317,Q2,High
938,11/19/2026,9,4397,1,386812,Q3,Medium
939,4/5/2025,9,4781,10,318268,Q1,Critical
940,9/16/2025,8,575,18,341214,Q1,Low
941,3/6/2025,9,539,2,344542,Q4,High
942,12/5/2025,1,4099,15,313616,Q3,Medium
943,12/7/2026,3,4571,49,116598,Q3,Critical
944,11/14/2025,3,4248,37,270138,Q4,Critical
945,8/27/2026,2,983,46,174311,Q1,Medium
946,4/6/2026,5,3245,7,273371,Q4,Low
947,1/30/2025,2,1332,44,153943,Q3,High
948,4/19/2025,5,1370,38,476757,Q3,High
949,8/7/2026,1,2556,34,148153,Q1,Low
950,5/16/2026,1,3948,31,189311,Q3,Low
951,4/9/2026,4,4205,29,240191,Q2,Critical
952,11/2/2025,5,1802,4,368830,Q2,Medium
953,7/1/2025,1,4985,1,488742,Q4,High
954,7/15/2026,9,1142,39,339479,Q3,High
955,11/5/2026,5,4564,7,338319,Q4,Low
956,5/4/2026,1,543,33,53550,Q4,Critical
957,6/23/2025,7,3661,44,146988,Q4,Low
958,3/30/2025,6,3105,36,333765,Q1,Critical
959,12/9/2025,6,1800,27,420646,Q2,Low
960,1/28/2025,8,3564,38,438735,Q4,High
961,6/13/2026,8,2370,6,490373,Q3,Medium
962,6/20/2025,7,1746,49,120106,Q2,Medium
963,3/5/2026,5,4200,46,282128,Q4,Low
964,8/18/2025,7,1120,48,466317,Q2,Medium
965,12/21/2026,5,4812,15,142636,Q2,High
966,9/23/2025,7,4886,30,223070,Q2,Medium
967,9/1/2026,9,3365,40,455869,Q3,High
968,8/4/2025,4,3977,47,197890,Q2,Low
969,10/7/2026,10,2110,38,221777,Q2,Critical
970,7/8/2026,6,1394,41,136069,Q1,Low
971,8/20/2026,1,1042,22,323381,Q3,High
972,6/17/2026,8,2318,28,88139,Q2,Critical
973,5/10/2026,1,3401,41,152750,Q1,High
974,10/10/2025,4,2608,27,260426,Q4,Low
975,7/10/2026,10,577,32,267310,Q2,Low
976,9/6/2025,8,4078,22,143169,Q2,Low
977,8/26/2025,2,2908,34,369914,Q3,High
978,4/9/2025,1,4564,25,283655,Q2,Medium
979,4/29/2025,7,605,9,336951,Q3,Low
980,7/4/2025,4,2279,6,266037,Q4,Medium
981,6/12/2026,9,3315,5,470435,Q2,High
982,12/4/2025,2,1869,15,321148,Q2,Critical
983,6/19/2025,3,2968,30,261117,Q4,Critical
984,9/5/2025,6,1258,21,231126,Q3,Medium
985,1/26/2026,6,2030,40,350611,Q3,High
986,12/17/2026,6,4478,4,260944,Q4,Medium
987,11/20/2026,6,4226,21,328870,Q4,Critical
988,7/5/2026,5,2694,34,219785,Q2,Critical
989,5/12/2026,2,1078,27,249877,Q2,Medium
990,9/30/2026,6,846,16,380467,Q1,Medium
991,12/4/2026,8,1309,16,85059,Q1,Critical
992,12/30/2025,10,4152,22,334010,Q3,Critical
993,7/13/2026,2,1187,18,424664,Q4,Low
994,11/17/2025,7,3026,15,53193,Q1,Critical
995,5/11/2025,5,1270,2,117281,Q3,Medium
996,2/20/2025,1,1107,32,455377,Q3,High
997,11/6/2026,2,4856,17,172548,Q2,Medium
998,11/12/2026,7,3957,17,488024,Q4,Medium
999,11/26/2025,2,2251,49,429801,Q1,Low
1000,5/3/2026,5,1609,29,57703,Q1,High
1001,12/2/2025,8,4441,26,155319,Q3,Medium
1002,3/30/2025,5,1570,7,288106,Q3,Critical
1003,3/27/2026,10,3404,47,126312,Q1,High
1004,9/26/2025,1,4838,39,400827,Q3,High
1005,4/24/2026,10,3205,14,98196,Q1,Low
1006,9/9/2025,4,4301,45,307511,Q3,Low
1007,1/20/2026,10,3665,3,439834,Q2,Low
1008,2/19/2025,1,3192,25,139609,Q4,Critical
1009,1/27/2025,6,4054,23,54089,Q2,Low
1010,1/11/2025,6,3924,48,418279,Q4,Critical
1011,4/22/2026,4,1110,35,344617,Q3,Low
1012,6/5/2026,4,2104,46,366165,Q2,Critical
1013,7/27/2025,3,4935,26,122491,Q2,Critical
1014,7/26/2026,7,4275,13,82908,Q1,Critical
1015,6/10/2026,4,4347,32,165220,Q2,Medium
1016,10/4/2026,8,3420,9,452865,Q1,High
1017,2/13/2025,2,1804,32,199051,Q3,Low
1018,11/17/2025,9,4226,18,473409,Q4,Low
1019,1/29/2026,9,3896,16,387350,Q1,Critical
1020,9/15/2026,3,4293,22,472510,Q3,Low
1021,3/14/2026,1,2583,18,90429,Q4,Medium
1022,12/8/2025,2,1037,38,382777,Q1,Low
1023,12/27/2026,6,2573,47,366765,Q4,Low
1024,8/28/2025,4,3644,26,259860,Q4,Critical
1025,12/17/2026,8,3926,15,232483,Q3,High
1026,9/26/2025,9,2285,42,254435,Q2,Critical
1027,9/5/2026,8,4794,42,325727,Q3,Medium
1028,2/22/2025,1,4038,32,195513,Q4,Medium
1029,8/24/2025,4,3718,37,275163,Q1,Medium
1030,6/20/2026,7,3748,17,162310,Q1,Critical
1031,6/2/2026,8,2195,25,302013,Q3,High
1032,1/26/2026,1,4086,9,182922,Q1,Medium
1033,3/8/2025,7,3220,4,470365,Q2,Critical
1034,6/21/2025,7,4719,21,340553,Q2,Medium
1035,3/4/2025,3,3488,7,449148,Q3,Medium
1036,4/13/2026,2,821,8,244786,Q1,Low
1037,9/9/2026,10,2549,26,455262,Q3,Low
1038,5/27/2026,9,1133,20,210453,Q1,High
1039,11/6/2026,6,1176,6,218992,Q3,Critical
1040,7/31/2025,9,2817,14,237451,Q4,Medium
1041,12/25/2025,8,967,48,481810,Q2,High
1042,2/23/2025,9,4775,8,351743,Q2,Critical
1043,1/16/2025,7,3235,49,498210,Q1,Medium
1044,12/12/2025,4,1243,35,237430,Q2,High
1045,4/5/2025,2,2081,29,292863,Q3,Critical
1046,4/29/2026,1,2289,21,430989,Q2,Medium
1047,1/6/2025,5,1662,19,154827,Q4,Low
1048,3/14/2025,10,3990,29,74466,Q3,Low
1049,10/20/2026,3,3323,8,184979,Q1,Critical
1050,1/3/2026,8,3741,46,161435,Q1,Low
1051,8/18/2025,10,4191,21,330607,Q4,Critical
1052,4/12/2025,6,4996,39,364052,Q4,High
1053,2/7/2025,6,2337,8,57578,Q4,High
1054,12/18/2026,10,1691,42,113604,Q2,Critical
1055,2/27/2026,1,3213,13,338857,Q2,Critical
1056,12/14/2025,5,2473,15,486053,Q4,Critical
1057,9/4/2026,5,1048,35,429299,Q1,Critical
1058,2/20/2026,6,827,34,409824,Q3,Critical
1059,6/11/2026,9,850,22,133560,Q2,High
1060,5/22/2026,7,4392,18,335828,Q2,Low
